Description,Sentiment_Analysis,Polarity
gördügüm iyi güler yüzlü sicak kanli kuryeydi keske bütün kuryeler böyle olsa,1,0.9298564195632935
tesekkür ederim twister dürümleri özenle sarmissiniz,1,0.961181104183197
zamanki muazzamdi,1,0.9725450277328491
güzeldi,1,0.9682750105857849
50 55 dakikadan önce gelmiyor,1,0.7429459691047668
1 saatte anca geldi dedim getirmeyecekler mi geldigindede zaten soguk geldi keske bakirköyde baska bir kfc olsa,-1,-0.9824041128158569
arayip iade degisim dememe ragmen buz içi geçmis bozuk ürün gönderdiniz iletisime geçmesinin sikayet edilcek kadar mecra varsa hepsine t k tek edicez,-1,-0.9977782368659973
iyi,1,0.8707313537597656
1 adet acili kanat sart diyordu ben not yazmistim onemli 8 acilidan 7 si acisiz olsun lutfen kanatlarin acili geldi artik acisiz yok yoksa not gorulmedi mi bilmiyorum,1,0.8463977575302124
siparisimizde 2 adet patates eksik gönderildi arayip istememize ragmen getirilmedi ayrica yemekler lezzetli degildi memnun kalmadik,-1,-0.9993851184844971
gelen kurye beyfendinin hizina güler yüzüne tesekkür ederim,-1,-0.9624773263931274
kadar uzun surede soguk gelebilir ornegi,-1,-0.9861862063407898
sicak geldi güzeldi tesekkürler,1,0.9780225157737732
yasadigim sorun dedigim halde yanlis gelmesi tavuklarin yanmis yagda pisirilip bize sunulmasi yakismadi sizin isletmeye,-1,-0.9988577961921692
cig patates soguk yemek,-1,-0.9849271774291992
taze lezzetli zamaninda gelen siparis kfc ayricalikli,1,0.9175474047660828
siparisteki 2 adet coca cola energy gelmedi yemeksepetinden tekrar yonlendirilmesine ragmen yine gonderilmedi patatesler cigdi,-1,-0.9994750022888184
cok soguk geldi patatesler yenmedi cok sogumustu,-1,-0.992790162563324
lezzet falan güzelde hizlari kadar kötü siparis veriyorum 2 dir öglen yemegi aksam yemegi oluyo geldiginde,-1,-0.9994226694107056
güzeldi,1,0.9682750105857849
berbat buz geldi üstelik patatesler kizarmamis resmen çigdi,-1,-0.9992815256118774
eski kalitesi yok,-1,-0.9990150928497314
güzel,1,0.9026162028312683
ben kadar kötü patates kizartmasi ömrümde görmedim sifir sos gönderildi tavuklar sandviçin içinde küçüldükçe küçülmüs,-1,-0.9995526671409607
menü eksik gelmisti saat geç oldugu degistiremedik lütfen artik tam getirin su menüyü,-1,-0.9880358576774597
soguk yavas servisleri,-1,-0.9839783310890198
kurye tsk ederiz,1,0.9298752546310425
adres bulunamiyor diyerekten yaklasik 1 5 saatte siparisiniz geliyor,-1,-0.9925751686096191
geç geldi yemekler buz gibiydi servis rezalaet yakistiramadim,-1,-0.9994439482688904
asla istemeden pipet koymazlar içecegin yanina illa seyi tembih etmeli restauranta,1,0.9805203080177307
siparisimden tam 30 dk sonra teslim edildi istedigim sicak tazeydi teslimati yapan personele subeye tesekkür ediyorum eksiksiz kusursuz bir siparisti,1,0.984721302986145
ekstra gravy siparisimi parasini ödememe ragmen 2 oldu getirmiyorsunuz siparisi düzgün okuyamiyorsaniz isi yapmayin,-1,-0.9980242252349854
1 saat sonra ancak gelebilen siparislerimiz 50 dakika sonra kfc müsteri hizmetlerini aradigimizda 6 dk içinde sicak bir sekilde elinizde olacaktir denmesine ragmen buz özensiz geldi bir peçete bile yoktu rezaletti bir asla,-1,-0.9994351863861084
hanurgerin içinde istemedigim malzemeyi seçemiyorum berbat bi sistem,-1,-0.9994267821311951
kurye nedense kabaydi yemek lezzetliydi,-1,-0.9868669509887695
biraz tuzlu geldi,-1,-0.9981914162635803
siparisimizin gelmesi 1 saati geçti geldiginde sicak degildi burgerler karabiberli istememize ragmen acili geldi sondu müsterilerinize verdiginiz deger pek iç açici degil,-1,-0.9993534684181213
kurye hizli getirdi yemekler sicacikti tesekkür ediyoruz,1,0.8844568729400635
çoook geç getirdiler servisi çook kötüydü,-1,-0.9991592168807983
nedense biraz hizli geldi patatesler soguktu bi okadarda lezzetliydi tavuklarda soguktu çitir çitir,-1,-0.9907950162887573
ücret tam alinmasina ragmen eksik ürün geldi,-1,-0.9983980059623718
soguk geldi,-1,-0.9967196583747864
güzeldi,1,0.9682750105857849
sogan halkalar paramparcaydi aci sos eklenmemisti peçete dahi yoktu kadarmi fakirsiniz,-1,-0.9982554316520691
geç geldi soguktu bayatti,-1,-0.9983873963356018
buz gibiydi cok yakindan gelmesine ragmen kötüydü,-1,-0.9970011115074158
siparis yanlis getirilmistiracili kanat yerine acili kemiksiz getirdiler,-1,-0.9987962245941162
ulasmasi tam 1 saat sürdü siparis verdikten 15 sonra yola çikti yazdi sordugum zaman bilginin otomatik verildigi söyleniyor lütfen yola çikmadiysa yola çikti bilgisi ulastirmayin ayrica yogunluk vardi yuzden 1 saat gecikti bahanesini dogru bulmuyorum konuyu çözmek sizin,-1,-0.9870352149009705
kötü siparisler eksik soguk geldi,-1,-0.998828113079071
1 buçuk saatten fazla sürede geldi,0,0.5464990735054016
soguk geldi maalesef,-1,-0.9988177418708801
siparisim 1 saat 10 dk sonra geldi buz gibiydi memnun kalmadim,-1,-0.9992510080337524
bir saate geldi olabilir dedim malum havalar sogudu kadar kötü ürün gönderiyor sunuz yaziklar olsun burakin isi zaman yemin ederim yiyilecek degil tavuklar emin olun bundan sonra benden kötü puan alacaksiniz bide utanmadan puanlama isteniyor kurye arkadas 1 1 1,-1,-0.9874935150146484
sogan halkasi vardi siparisimde gelmedi,-1,-0.9989742636680603
buz geldi acili mayonez dedigim halde dürümün içinde karabiberli mayonez vardi patatesler tamamen çigdi,-1,-0.999037504196167
kuryenin siparisi ulastirmasindaki tavir çabalari bizi ziyadesiyle memnun etmis tekrar tekrar siparis vermek yeterli sebep olmustur,1,0.7455401420593262
güzeldi,1,0.9682750105857849
sparis zamanin gelmedi hemde odeme multinet olmasina ragmen multinet cihazi getirilmemis kredi kartiyla odeme yaptim,-1,-0.999221682548523
normal,0,-0.5585487484931946
sey güzel anlamiyorum bazen acili kemiksizler öyle bir acili oluyor gözlerimden yas aka aka dilimi suyla ekmekle düzeltmeye çalisarak yiyorum böyle kadar aci oluyor bazen bilmiyorum tadi zaman iyi,-1,-0.9870572090148926
güzeldi,1,0.9682750105857849
kurye kemal beye hizindan guler yuzun den dolayi icten dileklerim le tebrik ederim,1,0.6805180311203003
bozmusunuz lezzeti buz lastik patates sogan halkasi üstüne uçuk fiyat,-1,-0.9982245564460754
sipharis verdikten 1 30 saat sonra geldi buz gibiydi,-1,-0.9981085062026978
merhabalar 24 01 21 verdigimiz siparisim geldiginde tavuklar sogumustu patates kizartmalarini nasil anlatayim kelime bile bulamiyorum buzluktan çikarip ambalaja koyulmus gibilerdi pisirilmemiscesine soguk katilardi kadar kötü kova menü yememistim simdiye kadar,-1,-0.9981915354728699
patatesler pek iyi degildi yeni bir sey degil alistik yüzden sorun degil gravy sos un paketlenmesi kötüydü akmisti lezzet gayet iyiydi tavuklarin,-1,-0.9558349251747131
patatesleriniz kayis oluyor nasil yapiyorsunzu biliyorum lezzetli olmuyor bilginiz olsun,-1,-0.9986119866371155
siparis 1 5 saat sonra geldi sey sogumustu lezzetsizdi,-1,-0.9983917474746704
buz geldi buzzzzz yedik anlamadim,-1,-0.9904627799987793
patetesler zaman bayat degismeyen kalite,-1,-0.9854519367218018
berbat soguk siparisin tam tersi geldi hikayeden doldurmuslar,-1,-0.9991710186004639
1 saatte geldi,1,0.7756692171096802
2 saatte geldi yemegim ayrica buz soguktu,-1,-0.9924511909484863
patetesler bayat,-1,-0.999178946018219
patateslerin soguk olmasi disinda sey iyiydi,-1,-0.8461549878120422
bakirköye sicak hizli geldi tesekkürler,0,-0.5496719479560852
soguk,-1,-0.9891005754470825
zaten yedigimiz seyin tavuk oldugu tartisilir lezzeti kötüydü sifir çitirlik pismemis kanatlar yedigim kötü kfc idi,-1,-0.9990861415863037
acili mayonez unutuldu sicak lezzetliydi mayonezi bir dahaki sipariste getireceklerini söyledikler,0,0.500373899936676
siparisimi saat 1847 verdim saat 2015 geldi lezzet servis güzel,-1,-0.8748137950897217
kaliteyi yavas yavas düsürüyor kfc,-1,-0.754764974117279
bi sorun yasiyorum soguk dokuluyo simdide boyle ilginc bi paketleme aynen devam edin,-1,-0.9989955425262451
keske notlar okunsa,-1,-0.8770002722740173
soguk geç ekstra söyledigim ürünüm olmadan geldi,-1,-0.9988546967506409
soguk geç geldi sicakligiyla acisi kavuran bir lezzet yoktu,-1,-0.8763242959976196
guzel kola icin bardak bile koymamissiniz üzücü bide nota ayrica belirtmistim,-1,-0.901680588722229
ilk kadar hizli geldi memnun olduk,-1,-0.9925743341445923
yanlis geldi,-1,-0.8661119937896729
patatesleriniz çig geliyor biraz kizartmayi deneyebilirsiniz,-1,-0.9737088084220886
patates buz çagindan kalma gibiydi,-1,-0.9887279868125916
6 menü söyledik 1 tane ketcap mayonez peçete koymamislar ayrica buz geldi,-1,-0.9970792531967163
normalde hizli gelirdi birazcik gec geldigi icin 8 isaretledim,-1,-0.6618624329566956
geç geldi hadi geç geldi eyvallah hemde soguk grlmese iyydi zaten tam iptal tusuna bastim zil çaldi,-1,-0.8256174921989441
zaman 1010,1,0.6481112241744995
acisiz yerine acili göndermissiniz,-1,-0.9258213639259338
1 30 saatte geldi hava kosullariyla alakali oldugunu düsünüyorum sorun degil haliyle sey sogumustu sasirtici kismi kemiksiz çitirlarin üzerinde çitir kaplama yoktu patatesler zaman oldugu erimis mum gibiydi,-1,-0.9930861592292786
45 dakikada geldi biraz soguktu eski tadi alamadik,-1,-0.990811288356781
1 30 saatte buz geldi 5 dakikalik yere,-1,-0.9959920048713684
1 saat 25 dakikada teslim edildi patatesler sogumanin bir seviye üzerine çikmis buz katilasmisti bekledigime degmedigine üzüldüm,-1,-0.9983600974082947
yarim saatte gelicek dendigi halde bir buçuk saat sonra buz geldi,-1,-0.9964678287506104
dün açik olmadigi popeyesdan siparis vermek bir hata yaptim zaten lezzet olarak kfc yarisamayacagi bilinen bir gerçek popeyesin hizmet kalitesinin kurye zekasinin denli düsük olacagini bilmiyordum neyse siparisi iptal edip bugun kfcden 1010luk bir hizmet aldim,-1,-0.9804536700248718
50 dakikada geldi buz 0 lezzet,1,0.7705251574516296
bekletilmis ürünler geldi soguk saman tadi vardi,-1,-0.9987541437149048
tesekkürler,1,0.9723026752471924
yemek soguk geldi,-1,-0.9978600740432739
güzeldi,1,0.9682750105857849
cocacola bana vermedi,-1,-0.937487006187439
soguk patatesler pismemis,-1,-0.9900732636451721
mukemmel tesekkurler,1,0.9858696460723877
okadar para veriyoruz yazik paketi bir açiyorsun buz buz buz buz karpuz almak içi kelek bilemiyoruz bidaha almam,-1,-0.9985631108283997
harikaydi patatesler ilk kadar güzeldi çitirdi lezzeti zamanki müthisti tavuklarin hamburgerin hizi gayet iyiydi paketlenmesi pek iyi degildi onun disinda gayet begendim,1,0.9782899022102356
soguktu,-1,-0.9852394461631775
sicak gelmiyor,-1,-0.9950118660926819
sefer hizli lezzetliydi kurye arkadasa ayrica tesekkürler,-1,-0.9942061305046082
yemek geldiginde soguktu,-1,-0.9944506883621216
kemiksiz çitirin yaninda gelen biscuitler tas gibiydi öceden kalanlari kpymuslar memnun kalmadim,-1,-0.9994511604309082
servis 1 saat 10 dk sürdü soguktu tadi oldugundan lezzetsiz geldi,-1,-0.9986559748649597
bayatlamis buz tavuklar yemek istiyorsaniz siparis verebilirsiniz bir ketçap mayonez bile konulmamis içecegi içmek pipet bile yok sey kötü,-1,-0.9994066953659058
hayatimda yedigim kötü kfc ürünleriydi gerçekten lezzeti olmayan soguk tam pismemisti patates bildigin lastik gibiydi normalde çitir olmasi gereken kaplama bildiginiz hamur gibiydi butlar pismemisti içleri kanliydi puaninizin düsük olduguna sasmamali,-1,-0.9993500113487244
ürünler seferinde soguk geliyor,-1,-0.9978182911872864
hizi lezzeti normaldi servisi kötüydü ketçap mayonez peçete islak mendil bisey getirmemislerdi,-1,-0.999018669128418
1 saat 20 dakikada siparis ulasti buz olmustu yiyecekler yiyemedik kurye siril siklam islanmisti yagmurdan emege saygi duydugum siparisi geri çevirmedim bir asla buradan siparis vermeyecegim,-1,-0.9989859461784363
buz,-1,-0.8952611088752747
tat berbat bildigim twister tadi yoktu onda,-1,-0.99927818775177
yemekler biraz gec geldi asil sorun servisti bir pecete islak mendil vardi ayrica kola sisesi yiyecek kutusunun yanindaydi dolayisiyla yiyecekler soguk kola sicakti,-1,-0.9978494644165039
yemek geç soguk geldi,-1,-0.996859073638916
servis hizliydi ürünler sicak geldi,-1,-0.9986078143119812
hamburger geldi içinde et yok sadece ekmek geldi bukadar sorumsuz olunmaz para veriyoruz bedava yemiyoruz arayip sikayet ettigimde sadece hamburger gönderdiler yedigim yemek buz oldu hiçbirsey anlamadim lezzet1 servis 1 yazik,-1,-0.9993780255317688
siparis verdikten tam 1 saat sorna geldi,-1,-0.9269055128097534
hava yagmurlu olmasina ragmen hizli sicak geldi,-1,-0.972225546836853
kuryeler jet hizi tskler,-1,-0.7399582266807556
kfc yemeyi düsünüyorsaniz lütfen düsünmekle kalin hayalleriniz yikilmasin gelen tavuklari isitarak ancak yiyebilirsiniz patateslerin isitilma sanslarida yok tabi arada patatesler siparisle birlikte gelmislerse biscuitleride yemekten sonra gönderdiler yaradilar dekor yaptim kullaniyorum,-1,-0.9433720707893372
bir önceki siparisim bir buçuk saate buz gelmisti arayip bilgi verdikten sonra hiçbirsey degismedi bugün verdigim siparis yine soguk geldi içine bir ketçap bir peçete hiçbirsey koymadan geldi tebrikler son siparisimdi,-1,-0.9989487528800964
güzel,1,0.9026162028312683
yemegin sicak gelmesini istememe ragmen soguk geldi,-1,-0.9979526400566101
siparisverdikfen 1saat 20 dakikada geldi buz gibiydi sirf kadar bekledigim evim ilerisinde,-1,-0.9988887906074524
yemekler soguk geldi fotoda kova dolusu gösterilen menu sadece 7 parça geldi büyük boy menüsü bide,-1,-0.999256432056427
geç geldi kuryede maske yoktu,-1,-0.8010877370834351
hiz kötüydü ürünler gerçekten soguk geldi hemde artik zinger burger sadece ekmek arasi tavuk olarak geliyor farkli sube seçebilmeyi isterdim,-1,-0.9991731643676758
gravy 2 tane söylemistim parasini aldiniz 1 tane gönderdinizz size ulasmak mümkün hizli gelmesine ragmen patatesler yine buz gibiydi,-1,-0.9801512956619263
cok soguk geldi cok gec geldi kurye calistirip tasarruf edecegiz musteri kaybediyorsunuz belli umrunuzda degil,-1,-0.9982450008392334
bi dünya siparis verdik tek torbaya sikistirilmis sey ezilmisti zaten 80 dakikada geldi soguk ezik seyler yemek zorunda kaldik,-1,-0.99839186668396
gec soguk eksik gelen siparis yorumlanamaz,-1,-0.9681296944618225
buz siparis gelene kadar degerlendirmede açilmis hazir degerlendirelim islak mendil peçete koymaya zahmet etmediginiz ellerimiz yagli yagli yaziyoruz,-1,-0.9953405857086182
konuyu biliyorsunuz,1,0.8783283829689026
15 dakikada geldi patatesler sicacikti lezzetliydi tesekkürler,1,0.8695676326751709
sefer güxeldi,-1,-0.6660328507423401
yav keske acili seçimi herürün olsa,-1,-0.9155405163764954
ekoburger küçük geldi özensiz yapilmisti,-1,-0.9993048310279846
patatesler soguk olmasinin disinda resmen cig di salata olarak ekledigimiz ek urunu servis koyulmadi icin yiyemedik normal sartlarda kfc cok severiz sebesi gercekten berbat,-1,-0.9994708895683289
porsiyonlar küçülmüs kredi karti pos cihazi çalismadi nakit ödeme yapmak zorunda kaldim,-1,-0.9996411800384521
gecikti,-1,-0.9990866184234619
güzeldi,1,0.9682750105857849
fenna degildi,-1,-0.9768584370613098
siparis eksik geliyo,-1,-0.9879546165466309
tavuklar fena degil patatesi kadar kotu yapmayi nasil basariyorsunuz bizimle paylasin,-1,-0.9984491467475891
kotuydu soguktu,-1,-0.99769526720047
kendilerini düzelttikleri asikr umarim hak ettiginiz puana gelirsiniz,1,0.9804433584213257
buz tavuk parçalar patates geldi rezalet yiyemedim bile,-1,-0.9992234110832214
hizli güzeldi,-1,-0.7021353244781494
2 dakikalik mesafeye bile soguk geldi patatesler buz gibiydi özellikle söylememe ragmen soguk geldi,-1,-0.9989519715309143
beklenen hizda geldi keske hizlandirsalar bence kfc nin paket servis yapan subeye ihtiyaci var,-1,-0.9729506969451904
1 saat sonra geldi,-1,-0.6637195944786072
1 5 saatte geldi tesekkürler,1,0.9647873640060425
buz geldi,-1,-0.9984127283096313
tam 1 saat 20 dakika sonra geldi geldiginde yenmeyecek bir patates ezik büzük bir hamburger vardi ilk söylemistim son oldu asla söylemem bir,-1,-0.9977473020553589
cidden rezillik 1 saati geçti gelmesi özel olarak belirtmeme ragmen buz geldi sefer patateslerin sira tavuklar buz gibiydi soguk getirmek isteseniz kadar olurdu zaten,-1,-0.9991233944892883
güzeldi,1,0.9682750105857849
gönderim süresi harici mükemmel,0,0.5722855925559998
yaklasik 1 saatte geldi yemek buz gidiydi korunakli tasinabilir,-1,-0.9831162095069885
patatesler çog soguk katir katirdi servis ortalamanin üzerinde bir hizdaydi kurye arkadas güleryüzlüydü,1,0.7208571434020996
ögkemmel öyesi,1,0.9609342813491821
ögünler küçük soguk geldi,-1,-0.9953324198722839
servis hizi berbat,-1,-0.9994473457336426
yemekler kola kadar soguktu,-1,-0.9975996017456055
patatesler kötü 1 saate geldi hamburger küçük tü,-1,-0.9993827939033508
siparisimizi getiren zeki bey e tesekkürler,-1,-0.8079354166984558
soguk özensiz,-1,-0.9930408000946045
dünden kalan degil 2 gün önceki tavuklar geldi kayis gibiydi patateslerde öyle,-1,-0.97930908203125
karabiberli seçtigim hamburgerim aci olarak gönderilmistir dikkatli olunmasini tavsiye ederim,-1,-0.9987295269966125
20 dk bile surmedi gelmesi hizli guzeldi,-1,-0.9938389658927917
patatesler buz geldi,-1,-0.9973129630088806
hizli sicak,-1,-0.9903476238250732
bence hersey cok guzeldi ozellikle muduru dogan bey cok ilgili galleria calisani motorcu arkadaslarada ekstra tesekkur etmek istiyorum,1,0.9474650025367737
hizli servis tesekkür ederiz,1,0.9249002933502197
süper,1,0.9866470098495483
siparis 1 saatten fazla sürede geldi kolami getirmediler özellikle ekmekler ayrica yemekler bayatti soguktu rezalet,-1,-0.9993451237678528
hamburgerde sorun yok patatesleri acil düzeltin baya kötü bayaaaa,-1,-0.9990472197532654
patatesler berbat cidden kayis,-1,-0.9994474053382874
aile boyu tavuk keyfi yaptiktesekkürlergönderim süresi biraz kisa olsa iyi olacak,1,0.7688032984733582
1 buçuk saat sonra geldi buz olmustu memnun kalmadim,-1,-0.9989107251167297
sipariste adresimi yanlis girmistim ancak 5 dakika içerisinde restoranin genel müdürlügüne yemeksepetine bildirdigim halde siparis 1 bucuk saatte geldi,-1,-0.9222791194915771
güzel,1,0.9026162028312683
1 saatte geldi soguktu aldim getirenin suçu yok kuryeye vermisler bir sürü siparis bana gelene kadar soguk tu almasam süreç yeniden baslayaçakti kadar sabrim yok son asla siparis vermem ataköyden bakirköy 1 saat,-1,-0.9970386624336243
siparis geç soguk geliyor,-1,-0.997836709022522
pek hizli degildi fakat bekledigim tadi aldim,1,0.9445879459381104
hamburgeri posetin icine koyup buz kolanin yanina koydugunuz icin buzzz tavuk yedim tesekkurler kadar para veriyoruz bir kutuya koymak kadar zor geliyosa bize soylememek duser 1 puan vermek,-1,-0.9558471441268921
doyduk sükür,1,0.9175456166267395
doydum,-1,-0.9885627031326294
derin dondurucuya sokup çikarmislar öyle göndermisler yemegi herhalde,-1,-0.9841591715812683
güzel,1,0.9026162028312683
soguk geldi,-1,-0.9967196583747864
hizli temiz paketlenme guzel ancak icecek soguk olmasin isaretledim iki seferdede soguk geldi menunun acisi tuz orani biraz fazla,-1,-0.9995754361152649
yemek geldi sogumustu ismine yakismadi,-1,-0.9993417859077454
patatesler bayat lütfen düzeltin,-1,-0.9987941384315491
kuru tas gibiydi bayat duruyordu tavuklar,-1,-0.9989320039749146
fena degil birazdaha düzelebilir,-1,-0.9958816766738892
servis haberli olarak gec geldi patatesler cok ilik geldi,-1,-0.9982207417488098
aldigim hizli kfc servisiydi kurye selim beye tesekkür ederim,1,0.7520434260368347
artik su zingerin icine bi seyler koyun aci mayonez diyorum karabiber cikiyo hotshotlar eksik acili mayonez soyluyosunuz konmuyo ben biktim,-1,-0.9981908202171326
yemegin gelmesi uzun sürdü geldiginde patatesler sogan halkalari sogumustu sadece 2 ketçap 2 mayonez konulmustu diger firmalar böyledir buna bir düzenleme gelmesi gerekiyor memnun kalmadik tekrar söylemeyi düsünmüyoruz,-1,-0.9968202710151672
siparisim 19 37 verildi uygulamaya girdim 21 02 iptal gerçeklestirilmis ücret iadesi hesabiniza yapilacaktir deniliyor ayni kfc den bir gün önce siparis verdim 40 dakika içinde geldiler bugün gelip bulamayip ulasamadik deniliyor nasil bir çeliskidir,-1,-0.9950733780860901
islak mendil koymayi unutmussunuz,1,0.6054372191429138
düsük kalite tavuklar hamur gibiydi,-1,-0.9985272288322449
hic iyi digil di acili yazmama ragmen ayni gelmis,-1,-0.9988237619400024
yaklasik 3 senedir düzenli olarak söylüyorum genellikle hiz a 67 puan veririm sefer siparis ettikten 15 dakika sonra geldi kurye arkadasa tesekkür ederim lezlet olarak anlatabilecek bir sey yok zaman 89 luk bir yemek,1,0.9855969548225403
kfc efsane lezzet,1,0.9956129789352417
arkadaslar yemekte restotnatta hiz konusunda bi sikinti yok fotografta 2 tane büyük boy burger gösterip asil siparis büyük küçük burgermis sekilde milleti yaniltmak yanlis bir hareket yemek sepeti nede kfc ye yakistiramadim,-1,-0.9992338418960571
ellerinize saglik ayrica kurye kenan bey e tesekkür ederiz,1,0.7975567579269409
hakan bey kibar nazikti hizmetten memnun kaldik tesekkür ederiz,-1,-0.9183494448661804
hizli servis,-1,-0.9015101194381714
geç geldi ilk kötg puan verdim haketmedi,-1,-0.997665524482727
ürünler lzetliydi geldiginde soguktu,-1,-0.9963086843490601
harikaydi hersey,1,0.9893621206283569
sefim antartikadan gelse sicak olurdu be,1,0.7793949842453003
tek sorun ekmeklerin içerisindeki tavuklarin parça tavuklar asla olmamasi parça tavuklar zaman taze ekmektekiler bayat önce pisirilmis,-1,-0.9981524348258972
yemekler zaman soguk geliyor,-1,-0.9960435032844543
tavuklarin soguk gelmesine alistik patateslerin çig gelmesine alisamadik sira var merak içerisindeyim,-1,-0.933539628982544
hayatimdaki kotu kfc deneyimiydi icine koyduklari tavuk zaten hap kadardi ikinci burgeri yiyemedim midem bulandi,-1,-0.9985568523406982
patates tavuk sicak olmadigi isitip yedik e tabi ayni lezzeti vermedi ancak su zor dönemde bile siparis vermek güzelken ayni özeni sizden beklerdik,-1,-0.9964200258255005
geç soguk geldi,-1,-0.9931439757347107
1 buçuk saat öncesinde siparis verdik saat belirttik yinede belirttigimiz saatten 40 dakika heç geldi buranin personelinin tekrardan egitim görmesi gerekli,-1,-0.9933111667633057
kotu,-1,-0.9987760186195374
cok soguktu hamburger patates çig kesinlikle siparis wermem tavsiye etmem,-1,-0.9993278384208679
kötü,-1,-0.9987760186195374
hersey güzel ellerinize saglik kurye ardasiniz kibardi hizli sicakti kolay gelsin,1,0.9756456017494202
1 saat siparisi bekledikten sonra ekranda teslim edildi ibaresi belirdi ben hala siparisimi bekliyordum 1 saat 20 dk sonra siparisim geldiginde kuryere sordum teslim edildi yaziyorsunuz restoran sekilde isaretliyorums sözde uzun zamandir siparis vermiyordum son oldu,-1,-0.9952463507652283
kötü,-1,-0.9987760186195374
hiz bisey diyemiyorum belirtilen saat belli fakat gelen patatesler buz tavuklar lezzetliydi yine soguktu,-1,-0.9980936646461487
soguk geldi yemegimiz,-1,-0.9982314109802246
berbattttttt,-1,-0.9986185431480408
kutu menüyü paket gönderiyorsunuz burgerlerin içinde peynir yoktu asiri geç geldi,-1,-0.9987103343009949
hizinizi birazcik arttirsaniz 10 numara 5 yildizsiniz,1,0.9978126883506775
sefer sicak geldi güzeldi,0,-0.5340582132339478
uzun süre bekledikten sonra ürünler soguk eksik geldi subenin ciddi problemler i var,-1,-0.9987640976905823
yemek buz gibiydi gelmeside uzun sürdü,-1,-0.9992413520812988
55 dakikada buz yiyecekler içinde peçete bile yoktu,-1,-0.9926646947860718
hizli sicak güleryüzlü servis tesekkürler,1,0.8062976002693176
buzdolabindan cikmis bi burger patates düsün,-1,-0.9208196401596069
güzel degildi,-1,-0.9969779849052429
acili ürünleri acili hale çevirmisler,-1,-0.9969576597213745
50 dakika kadar sürdü yemek soguktu yüzde lezzeti düstü,-1,-0.9989644289016724
benim siparislerim güzel geliyor puan konusunda millet acimasiz bence,-1,-0.6182821989059448
servis zaman berbatti,-1,-0.9994614720344543
19 20de verdigim siparis 20 30da geldi sogumus porsumus özensiz,-1,-0.9994567036628723
geç geldi tadi kötüydü,-1,-0.9939616918563843
hamburgerler dogalgaz faturasini odeyemeyen asgari ucret iscisi patatesler zaten allaha emanet lezzet derseniz bulamadik sanirim gondermeyi unutmuslar yedik cunku cok acikmistik punalamada eksi yoktu yuzden 1,-1,-0.9964029788970947
1 5 saat sonra geldi soguktu sodexco istedim kredi karti pos makinesi yollamislar canli sohbete baglanmaya çalistim adam cevap bile vermedi yemek sepeti artik bitmis,-1,-0.9993106722831726
buzluktan çikartip getirmisler,-1,-0.9983106851577759
patatesler 1 gunluktu bayatttt,-1,-0.9988237619400024
hic bir ürün sicak gelmedi patatesler cama atsan cami kirar gibiydi,-1,-0.9987484812736511
10 dk sonra kapi çaldi hizli geldi sicakti tesekkürler,-1,-0.9298592805862427
soguk geliyor,-1,-0.9918264150619507
harika ötesi,1,0.989518940448761
kurye arkadaslar isik hiziyla hizmet ediyorlar mutfagindan kuryesine herkese tskler,1,0.9629096984863281
patatesler çöp,-1,-0.9986226558685303
vardiya daki müdürünüzede tesekkur ederim onceki sorunumu çözdü,-1,-0.7334526777267456
vaktinden geç geldi siparis telim edildi gözüküyordu fakat elime tam bir buçuk saatte geldi soguktu,-1,-0.9990939497947693
soguk 1 buçuk saatte geldi,-1,-0.9745092391967773
patatesler buz gibiydi geç geldi soslar eksik geldi umarim göz önünde bulundurursunuz tek iyi olan sey hizli güleryüzlü olan kurye,-1,-0.9982988238334656
patatesler soguktu,-1,-0.9904025197029114
soguk geldi hersey,-1,-0.9948464035987854
70lik siparis veriyoruz sogan halkalari lastik buz geliyor ayip,-1,-0.999034583568573
1 saatte bi siparis gelmez yenisi geldi oda 1 saat sürdü verdigim paraya yazik,-1,-0.999393880367279
soguktu,-1,-0.9852394461631775
kurye avm önüne kadar getirip telefon açti gelip alin kendisine magazdayim çalistigim uygun degilim getirmesini istedim bana avmye giremeyecegini böyle bi karar alindigini söyledi ben dünde ayni sekilde siparis verdim geldi çikamayacagim iptal ettirdim rezalet,-1,-0.999137818813324
patates kötü,-1,-0.999030351638794
gayet güzeldi begendim emegine saglik müsteri memnuniyetine önem veriliyor,1,0.8709121346473694
patatesler buz gibiydi geç geldi,-1,-0.9985406398773193
lütfen siparisleri tek torbaya tikistirmayin eziliyorlar,-1,-0.9639437198638916
cola unutuldu gelmedi gönderiyoruz dediler su an 1937 hala gelmedi ürünler sogumus geldi,-1,-0.9976930022239685
kfc yemeksepeti görürse sevinirim siparisim 1 5 saatte geldi siparisim yolda olarak gösterdiler ayni zamanda teslim edildi olarak göstermisler yemekler soguktu bir sorundan dolayi özür baska birsey vardi ayni zamanda kurye giderken binanim önüne kfc bos posetini atip gitti,-1,-0.9983761310577393
1 hafta önce kargo vermistim hizli geldi gelen patatesleri tarihi eser saticam,-1,-0.9967309832572937
patates kizartmasi buz gibiydi yapmayin bunu,-1,-0.9992244243621826
kuryeci arkadasa tesekkür ederim,-1,-0.7731172442436218
ketçap mayonez bile göndermediniz kola sicakti standart olabilir notlari okuyabilirsiniz umarim,-1,-0.9954229593276978
